btc
0.000169461
0.00045661
0.001225319
0.001077247
0.000769311
0.000494151
0.000295296
0.00021948
0.000288139
0.000415171
0.000384675
0.000367665
0.000375935
0.000379174
0.000449245
0.000605398
0.000800354
0.000847049
0.000874569
0.000880596
0.00098721
0.001290474
0.002002485
0.004803817
0.010327369
0.009175342
0.00837141
0.007172668
0.009359184
0.010417595
0.013112879
0.054031127
0.069813294
0.067983912
0.048477812
0.037235753
0.03381207
0.03998585
0.047097677
0.045983324
0.040110924
0.032794912
0.026911398
0.028500427
0.026021195
0.019126361
0.017835135
0.019476905
0.017998257
0.017738505
0.018528499
0.020851201
0.018744363
0.017627936
0.021036173
0.027772028
0.030567332
0.030384809
0.030494624
0.031603893
0.032877603
0.036936256
0.047020637
0.048942881
0.04322927
0.046267374
0.049605352
0.054001741
0.064599411
0.071936708
0.080829318
0.084560409
0.087240058
0.146542332
0.18637693
0.190353456
0.283355526
0.321198751
0.403518598
0.627386492
1
0.951902507
0.722030364
0.669961781
0.610690969
0.636445227
0.516946916
0.530134007
0.535248444
0.512334473
0.496773257
0.38549038
0.287166296
0.277022769
0.279556065
0.297388746
0.361252226
0.533328642
0.764949369
0.812381402
0.792585406
0.000169461
0.00045661
0.001225319
0.001077247
0.000769311
0.000494151
0.000295296
0.00021948
0.000288139
0.000415171
0.000384675
0.000367665
0.000375935
0.000379174
0.000449245
0.000605398
0.000800354
0.000847049
0.000874569
0.000880596
0.00098721
0.001290474
0.002002485
0.004803817
0.010327369
0.009175342
0.00837141
0.007172668
0.009359184
0.010417595
0.013112879
0.054031127
0.069813294
0.067983912
0.048477812
0.037235753
0.03381207
0.03998585
0.047097677
0.045983324
0.040110924
0.032794912
0.026911398
0.028500427
0.026021195
0.019126361
0.017835135
0.019476905
0.017998257
0.017738505
0.018528499
0.020851201
0.018744363
0.017627936
0.021036173
0.027772028
0.030567332
0.030384809
0.030494624
0.031603893
0.032877603
0.036936256
0.047020637
0.048942881
0.04322927
0.046267374
0.049605352
0.054001741
0.064599411
0.071936708
0.080829318
0.084560409
0.087240058
0.146542332
0.18637693
0.190353456
0.283355526
0.321198751
0.403518598
0.627386492
1
0.951902507
0.722030364
0.669961781
0.610690969
0.636445227
0.516946916
0.530134007
0.535248444
0.512334473
0.496773257
0.38549038
0.287166296
0.277022769
0.279556065
0.297388746
0.361252226
0.533328642
0.764949369
0.812381402
0.792585406
0.000169461
0.00045661
0.001225319
0.001077247
0.000769311
0.000494151
0.000295296
0.00021948
0.000288139
0.000415171
0.000384675
0.000367665
0.000375935
0.000379174
0.000449245
0.000605398
0.000800354
0.000847049
0.000874569
0.000880596
0.00098721
0.001290474
0.002002485
0.004803817
0.010327369
0.009175342
0.00837141
0.007172668
0.009359184
0.010417595
0.013112879
0.054031127
0.069813294
0.067983912
0.048477812
0.037235753
0.03381207
0.03998585
0.047097677
0.045983324
0.040110924
0.032794912
0.026911398
0.028500427
0.026021195
0.019126361
0.017835135
0.019476905
0.017998257
0.017738505
0.018528499
0.020851201
0.018744363
0.017627936
0.021036173
0.027772028
0.030567332
0.030384809
0.030494624
0.031603893
0.032877603
0.036936256
0.047020637
0.048942881
0.04322927
0.046267374
0.049605352
0.054001741
0.064599411
0.071936708
0.080829318
0.084560409
0.087240058
0.146542332
0.18637693
0.190353456
0.283355526
0.321198751
0.403518598
0.627386492
1
0.951902507
0.722030364
0.669961781
0.610690969
0.636445227
0.516946916
0.530134007
0.535248444
0.512334473
0.496773257
0.38549038
0.287166296
0.277022769
0.279556065
0.297388746
0.361252226
0.533328642
0.764949369
0.812381402
0.792585406
